Pe0	A	sigma	N	window_size	min_slope
3875.0	3.25	0.0034	100	5	0.2189690207885987
3875.0	3.25	0.0034	200	7	0.26000248389810166
3875.0	3.25	0.0045000000000000005	50	4	0.3398576903641659
3875.0	3.25	0.0045000000000000005	100	5	0.2619313816246825
3875.0	3.25	0.0045000000000000005	200	5	0.20142463207266126
3875.0	3.25	0.005600000000000001	50	3	0.12475597652575676
3875.0	3.25	0.005600000000000001	100	5	0.22169832688521499
3875.0	3.25	0.005600000000000001	200	7	0.2517499534233594
3875.0	3.25	0.0067	50	3	0.4642390093528097
3875.0	3.25	0.0067	100	3	0.1930237314999353
3875.0	3.25	0.0067	200	7	0.27021611853488425
3875.0	3.25	0.0078000000000000005	50	3	0.437695322262787
3875.0	3.25	0.0078000000000000005	100	6	0.3158205805365736
3875.0	3.25	0.0078000000000000005	200	10	0.19536192284275772
3875.0	3.25	0.0089	50	3	0.2984533703111832
3875.0	3.25	0.0089	100	5	0.2659894734981586
3875.0	3.25	0.0089	200	6	0.16048943559656426
3875.0	3.25	0.01	50	15	0.40361473613258997
3875.0	3.25	0.01	100	7	0.3285439805237427
3875.0	3.25	0.01	200	7	0.2130522505413073
3875.0	5.5	0.0001	50	3	0.4587576379490284
3875.0	5.5	0.0001	100	3	0.2361631965857867
3875.0	5.5	0.0001	200	3	0.2444002369391171
3875.0	5.5	0.0012000000000000001	50	3	0.44315847984191026
3875.0	5.5	0.0012000000000000001	100	3	0.4265808582434922
3875.0	5.5	0.0012000000000000001	200	3	0.33926425660462106
3875.0	5.5	0.0023	50	14	0.3253724885248949
3875.0	5.5	0.0023	100	3	0.3531134449180335
3875.0	5.5	0.0023	200	3	0.20434508299417625
3875.0	5.5	0.0034	50	3	0.20477820644127487
3875.0	5.5	0.0034	100	3	0.4421247301936496
3875.0	5.5	0.0034	200	3	0.3584404683924406
3875.0	5.5	0.0045000000000000005	50	3	0.19477595775410678
3875.0	5.5	0.0045000000000000005	100	3	0.35035258001002584
3875.0	5.5	0.0045000000000000005	200	4	0.2894021152311844
3875.0	5.5	0.005600000000000001	50	3	0.42817365341439173
3875.0	5.5	0.005600000000000001	100	3	0.3482380083950854
3875.0	5.5	0.005600000000000001	200	4	0.36767573204452725
3875.0	5.5	0.0067	50	3	0.42526241059142134
3875.0	5.5	0.0067	100	3	0.34430379024256164
3875.0	5.5	0.0067	200	5	0.236700308385249
3875.0	5.5	0.0078000000000000005	50	3	0.42059958886210824
3875.0	5.5	0.0078000000000000005	100	5	0.37822243002086736
3875.0	5.5	0.0078000000000000005	200	7	0.3610422276366271
3875.0	5.5	0.0089	50	3	0.211656391562086
3875.0	5.5	0.0089	100	3	0.3520566480552728
3875.0	5.5	0.0089	200	5	0.4987480503545317
3875.0	5.5	0.01	50	3	0.43913205968034913
3875.0	5.5	0.01	100	5	0.31627873532718476
3875.0	5.5	0.01	200	5	0.3337199613553096
3875.0	7.75	0.0001	50	3	0.4846024619824363
3875.0	7.75	0.0001	100	3	0.35925174067679966
3875.0	7.75	0.0001	200	3	0.21449778045192974
3875.0	7.75	0.0012000000000000001	50	3	0.44973678309324905
3875.0	7.75	0.0012000000000000001	100	3	0.3504266461444084
3875.0	7.75	0.0012000000000000001	200	3	0.43327296493587103
3875.0	7.75	0.0023	50	3	0.3684660843844751
3875.0	7.75	0.0023	100	3	0.28545765056050215
3875.0	7.75	0.0023	200	3	0.3286558576276414
3875.0	7.75	0.0034	50	3	0.34613708247217506
3875.0	7.75	0.0034	100	3	0.2782615804882835
3875.0	7.75	0.0034	200	3	0.3646120513940887
3875.0	7.75	0.0045000000000000005	50	3	0.49425859531643196
3875.0	7.75	0.0045000000000000005	100	3	0.25950156480365105
3875.0	7.75	0.0045000000000000005	200	5	0.49743517096254175
3875.0	7.75	0.005600000000000001	50	3	0.4386634674836091
3875.0	7.75	0.005600000000000001	100	3	0.2583043926197142
3875.0	7.75	0.005600000000000001	200	5	0.37289272183567446
3875.0	7.75	0.0067	50	3	0.49117450956769343
3875.0	7.75	0.0067	100	3	0.4664981382755397
3875.0	7.75	0.0067	200	4	0.37177871506533233
3875.0	7.75	0.0078000000000000005	50	19	0.07341867554296318
3875.0	7.75	0.0078000000000000005	100	3	0.3375545486181753
3875.0	7.75	0.0078000000000000005	200	5	0.3523592507553568
3875.0	7.75	0.0089	50	3	0.4112762610365902
3875.0	7.75	0.0089	100	3	0.4006848103925414
3875.0	7.75	0.0089	200	4	0.49696694709731254
3875.0	7.75	0.01	50	11	0.30056354626316073
3875.0	7.75	0.01	100	5	0.28555652993556435
3875.0	7.75	0.01	200	5	0.49966905790266275
3875.0	10.0	0.0001	50	3	0.49650035348182675
3875.0	10.0	0.0001	100	3	0.3206945434024569
3875.0	10.0	0.0001	200	3	0.3252120264815982
3875.0	10.0	0.0012000000000000001	50	3	0.4068662369824013
3875.0	10.0	0.0012000000000000001	100	3	0.28047543594692614
3875.0	10.0	0.0012000000000000001	200	3	0.40458544744823355
3875.0	10.0	0.0023	50	3	0.3846014612962211
3875.0	10.0	0.0023	100	3	0.31629549969551163
3875.0	10.0	0.0023	200	3	0.41884232980003105
3875.0	10.0	0.0034	50	3	0.45035542679621293
3875.0	10.0	0.0034	100	3	0.38760736531423895
3875.0	10.0	0.0034	200	3	0.41933222994592767
3875.0	10.0	0.0045000000000000005	50	3	0.4966446268756967
3875.0	10.0	0.0045000000000000005	100	3	0.4049260042009702
3875.0	10.0	0.0045000000000000005	200	4	0.4445220300178738
3875.0	10.0	0.005600000000000001	50	3	0.49930041203912623
3875.0	10.0	0.005600000000000001	100	3	0.456396215760427
3875.0	10.0	0.005600000000000001	200	3	0.39915527199106743
3875.0	10.0	0.0067	50	14	0.259002328031072
3875.0	10.0	0.0067	100	4	0.2866171660305539
3875.0	10.0	0.0067	200	5	0.35437725098447065
3875.0	10.0	0.0078000000000000005	50	3	0.3499624899141598
3875.0	10.0	0.0078000000000000005	100	3	0.43038781991216574
3875.0	10.0	0.0078000000000000005	200	5	0.4198178070543819
3875.0	10.0	0.0089	50	3	0.40653111220339344
3875.0	10.0	0.0089	100	3	0.3522160653956615
3875.0	10.0	0.0089	200	5	0.34814014485096806
3875.0	10.0	0.01	50	3	0.3706353382028684
3875.0	10.0	0.01	100	5	0.45984326917895463
3875.0	10.0	0.01	200	5	0.46614438006500103
5000.0	1.0	0.0001	50	5	0.04401652624782413
5000.0	1.0	0.0001	100	10	0.35788274643875034
5000.0	1.0	0.0001	200	16	0.037701446219695865
5000.0	1.0	0.0012000000000000001	50	21	0.053030143792522
5000.0	1.0	0.0012000000000000001	100	7	0.0675989650879383
5000.0	1.0	0.0012000000000000001	200	17	0.3140916132572869
5000.0	1.0	0.0023	50	8	0.28913057844466095
5000.0	1.0	0.0023	100	3	0.17426302876606758
5000.0	1.0	0.0023	200	7	0.048879364686486265
5000.0	1.0	0.0034	50	3	0.07319517778163073
5000.0	1.0	0.0034	100	5	0.1930920624671684
5000.0	1.0	0.0034	200	6	0.4629598987902042
5000.0	1.0	0.0045000000000000005	50	4	0.20238274501980735
5000.0	1.0	0.0045000000000000005	100	3	0.42302163487503863
5000.0	1.0	0.0045000000000000005	200	5	0.05139120756595822
5000.0	1.0	0.005600000000000001	50	3	0.49527321974853333
5000.0	1.0	0.005600000000000001	100	16	0.37563368179121104
5000.0	1.0	0.005600000000000001	200	8	0.03815109485297488
5000.0	1.0	0.0067	50	3	0.4497844266457751
5000.0	1.0	0.0067	100	3	0.31330536197528447
5000.0	1.0	0.0067	200	13	0.1319247191195071
5000.0	1.0	0.0078000000000000005	50	3	0.18091218665707418
5000.0	1.0	0.0078000000000000005	100	7	0.20171037009402276
5000.0	1.0	0.0078000000000000005	200	10	0.043681756091743656
5000.0	1.0	0.0089	50	14	0.38565037075501973
5000.0	1.0	0.0089	100	8	0.22693572195897788
5000.0	1.0	0.0089	200	11	0.27255055894735813
5000.0	1.0	0.01	50	3	0.2675254569667474
5000.0	1.0	0.01	100	5	0.2310240427180871
5000.0	1.0	0.01	200	13	0.29678605910431993
5000.0	3.25	0.0001	50	15	0.11211889388936795
5000.0	3.25	0.0001	100	3	0.1746775629029394
5000.0	3.25	0.0001	200	3	0.20624049174432918
5000.0	3.25	0.0012000000000000001	50	3	0.4656617130517751
5000.0	3.25	0.0012000000000000001	100	3	0.13415354663701023
5000.0	3.25	0.0012000000000000001	200	4	0.12126248578969337
5000.0	3.25	0.0023	50	19	0.08338473862404323
5000.0	3.25	0.0023	100	4	0.11363664450888979
5000.0	3.25	0.0023	200	5	0.2289171725711793
5000.0	3.25	0.0034	50	3	0.3550861829736432
5000.0	3.25	0.0034	100	3	0.23825703430453649
5000.0	3.25	0.0034	200	6	0.13179467036230857
5000.0	3.25	0.0045000000000000005	50	4	0.12252898446521977
5000.0	3.25	0.0045000000000000005	100	4	0.1726967246364891
5000.0	3.25	0.0045000000000000005	200	5	0.16651260803572382
5000.0	3.25	0.005600000000000001	50	3	0.19496147797351282
5000.0	3.25	0.005600000000000001	100	8	0.25608316036333284
5000.0	3.25	0.005600000000000001	200	6	0.1957255436879111
5000.0	3.25	0.0067	50	20	0.17440872691357318
5000.0	3.25	0.0067	100	7	0.18422078010205223
5000.0	3.25	0.0067	200	10	0.2173535349541642
5000.0	3.25	0.0078000000000000005	50	4	0.4897940574280367
5000.0	3.25	0.0078000000000000005	100	3	0.49747644060699825
5000.0	3.25	0.0078000000000000005	200	9	0.18018942479889621
5000.0	3.25	0.0089	50	3	0.37348690623235276
5000.0	3.25	0.0089	100	5	0.2272411237648419
5000.0	3.25	0.0089	200	7	0.2222936581253169
5000.0	3.25	0.01	50	19	0.03280479689141765
5000.0	3.25	0.01	100	4	0.3601612934142501
5000.0	3.25	0.01	200	4	0.050172955330615915
5000.0	5.5	0.0001	50	3	0.31314221969687206
5000.0	5.5	0.0001	100	3	0.20196033010893272
5000.0	5.5	0.0001	200	3	0.26108084503756684
5000.0	5.5	0.0012000000000000001	50	3	0.3051598866104929
5000.0	5.5	0.0012000000000000001	100	3	0.2115695401115864
5000.0	5.5	0.0012000000000000001	200	3	0.19700945715138843
5000.0	5.5	0.0023	50	3	0.17990161198232735
5000.0	5.5	0.0023	100	3	0.342207297448639
5000.0	5.5	0.0023	200	3	0.1700528623981969
5000.0	5.5	0.0034	50	3	0.2828821703332028
5000.0	5.5	0.0034	100	4	0.29999769028578693
5000.0	5.5	0.0034	200	4	0.2699068001937306
5000.0	5.5	0.0045000000000000005	50	10	0.279724830976101
5000.0	5.5	0.0045000000000000005	100	4	0.29936312527502784
5000.0	5.5	0.0045000000000000005	200	5	0.270829236429584
5000.0	5.5	0.005600000000000001	50	13	0.40141960747812083
5000.0	5.5	0.005600000000000001	100	3	0.24697755433131577
5000.0	5.5	0.005600000000000001	200	7	0.3070127736996332
5000.0	5.5	0.0067	50	7	0.4303467534435391
5000.0	5.5	0.0067	100	5	0.3933142784206478
5000.0	5.5	0.0067	200	5	0.27875630221341413
5000.0	5.5	0.0078000000000000005	50	3	0.39125342976343136
5000.0	5.5	0.0078000000000000005	100	6	0.3652523432928688
5000.0	5.5	0.0078000000000000005	200	6	0.2803503035171399
5000.0	5.5	0.0089	50	4	0.42001659655464774
5000.0	5.5	0.0089	100	5	0.43513893802150133
5000.0	5.5	0.0089	200	5	0.22208497113480616
5000.0	5.5	0.01	50	17	0.027870041412176007
5000.0	5.5	0.01	100	5	0.27081587137485486
5000.0	5.5	0.01	200	10	0.3499576883319498
5000.0	7.75	0.0001	50	3	0.3373081352018843
5000.0	7.75	0.0001	100	3	0.2450514058714894
5000.0	7.75	0.0001	200	3	0.09093110927950881
5000.0	7.75	0.0012000000000000001	50	3	0.4234654156333991
5000.0	7.75	0.0012000000000000001	100	3	0.06927708496873468
5000.0	7.75	0.0012000000000000001	200	3	0.3516528394637881
5000.0	7.75	0.0023	50	3	0.48492011272634855
5000.0	7.75	0.0023	100	3	0.36448339764890986
5000.0	7.75	0.0023	200	3	0.4284876815676173
5000.0	7.75	0.0034	50	3	0.3899248621430712
5000.0	7.75	0.0034	100	3	0.3558353161899907
5000.0	7.75	0.0034	200	4	0.4080486452507447
5000.0	7.75	0.0045000000000000005	50	3	0.3208336078344327
5000.0	7.75	0.0045000000000000005	100	3	0.4973585402612784
5000.0	7.75	0.0045000000000000005	200	5	0.41981809125401803
5000.0	7.75	0.005600000000000001	50	3	0.4574840624515927
5000.0	7.75	0.005600000000000001	100	3	0.3195288625316709
5000.0	7.75	0.005600000000000001	200	5	0.3009022356864243
5000.0	7.75	0.0067	50	3	0.3404141584266381
5000.0	7.75	0.0067	100	3	0.3588150275387844
5000.0	7.75	0.0067	200	5	0.31470400042613594
5000.0	7.75	0.0078000000000000005	50	4	0.21515953093670923
5000.0	7.75	0.0078000000000000005	100	3	0.38466322666217756
5000.0	7.75	0.0078000000000000005	200	4	0.33573903619802714
5000.0	7.75	0.0089	50	3	0.4984267769934486
5000.0	7.75	0.0089	100	3	0.40946183541487086
5000.0	7.75	0.0089	200	6	0.43788431885506296
5000.0	7.75	0.01	50	4	0.2881853434669866
5000.0	7.75	0.01	100	6	0.27328652770757145
5000.0	7.75	0.01	200	7	0.41837331589508464
5000.0	10.0	0.0001	50	3	0.4027055385844114
5000.0	10.0	0.0001	100	3	0.4897676939051168
5000.0	10.0	0.0001	200	3	0.3331219768893347
5000.0	10.0	0.0012000000000000001	50	3	0.4818399665131867
5000.0	10.0	0.0012000000000000001	100	3	0.4979722592865512
5000.0	10.0	0.0012000000000000001	200	3	0.36484500449751955
5000.0	10.0	0.0023	50	3	0.3259526597398697
5000.0	10.0	0.0023	100	3	0.32346735608010824
5000.0	10.0	0.0023	200	3	0.32251895883433346
5000.0	10.0	0.0034	50	3	0.2374062494731995
5000.0	10.0	0.0034	100	3	0.3680359063829164
5000.0	10.0	0.0034	200	3	0.3266566662886937
5000.0	10.0	0.0045000000000000005	50	3	0.2755742997859013
5000.0	10.0	0.0045000000000000005	100	3	0.40016786644490765
5000.0	10.0	0.0045000000000000005	200	3	0.3467791602313157
5000.0	10.0	0.005600000000000001	50	14	0.09373373311162668
5000.0	10.0	0.005600000000000001	100	3	0.45519470070203333
5000.0	10.0	0.005600000000000001	200	4	0.3932492272730636
5000.0	10.0	0.0067	50	3	0.32319131561787
5000.0	10.0	0.0067	100	3	0.36407145844500377
5000.0	10.0	0.0067	200	5	0.4164750563313418
5000.0	10.0	0.0078000000000000005	50	3	0.49935880644563935
5000.0	10.0	0.0078000000000000005	100	3	0.4532105109686085
5000.0	10.0	0.0078000000000000005	200	5	0.46850998595189053
5000.0	10.0	0.0089	50	3	0.41449175400459026
5000.0	10.0	0.0089	100	3	0.3928211528686313
5000.0	10.0	0.0089	200	7	0.36564543276883166
5000.0	10.0	0.01	50	3	0.4984596691788569
5000.0	10.0	0.01	100	5	0.44245149814703955
5000.0	10.0	0.01	200	5	0.32960129960942863
